Title = FACETS ASAP SET 7 AES PERFORMANCE
Facets = 3 ;1=person, 2=rater, 3=item
Positive = 1 
Noncentered= 1
Score = 0,1,2,3
Models=
?,?,#,R
*
Labels=
*
1, student
1-1569
*
2, rater
1-6
1=human-1
2=human-2
3=fnn-1
4=fnn-2
5=lstm-1
6=lstm-2
*
3, items
1-4
1=ideas
2=organization
3=style
4=conventions
*
data= 
1	1	1-4a	1	2	2	3
2	1	1-4a	1	1	2	2
3	1	1-4a	1	2	2	2
4	1	1-4a	2	2	2	2
5	1	1-4a	1	2	2	2
6	1	1-4a	2	3	3	3
7	1	1-4a	2	2	2	2
8	1	1-4a	2	2	2	3
9	1	1-4a	2	2	2	2
10	1	1-4a	0	1	1	2
11	1	1-4a	2	2	2	2
12	1	1-4a	2	2	3	2
13	1	1-4a	2	2	2	3
14	1	1-4a	1	2	2	1
15	1	1-4a	2	1	1	1
16	1	1-4a	2	2	2	2
17	1	1-4a	2	3	2	2
18	1	1-4a	2	2	2	2
19	1	1-4a	2	3	2	3
20	1	1-4a	1	1	2	2
21	1	1-4a	2	2	2	3
22	1	1-4a	3	3	3	3
23	1	1-4a	2	2	2	3
24	1	1-4a	2	2	2	2
25	1	1-4a	2	2	2	2
26	1	1-4a	1	1	1	2
27	1	1-4a	0	1	1	1
28	1	1-4a	2	2	1	1
29	1	1-4a	2	3	2	2
30	1	1-4a	2	2	2	2
31	1	1-4a	2	2	2	2
32	1	1-4a	1	1	2	2
33	1	1-4a	3	3	3	3
34	1	1-4a	3	3	3	3
35	1	1-4a	2	2	3	3
36	1	1-4a	2	2	2	3
37	1	1-4a	3	3	2	3
38	1	1-4a	2	2	2	1
39	1	1-4a	2	2	2	2
40	1	1-4a	0	1	1	2
41	1	1-4a	1	1	1	1
42	1	1-4a	2	2	2	2
43	1	1-4a	1	1	2	2
44	1	1-4a	1	1	2	2
45	1	1-4a	2	2	2	2
46	1	1-4a	3	3	3	3
47	1	1-4a	1	1	1	1
48	1	1-4a	1	1	1	1
49	1	1-4a	3	3	2	2
50	1	1-4a	2	2	2	2
51	1	1-4a	0	1	1	2
52	1	1-4a	2	2	1	2
53	1	1-4a	3	3	3	3
54	1	1-4a	2	3	2	2
55	1	1-4a	2	2	2	2
56	1	1-4a	2	2	1	2
57	1	1-4a	1	1	2	2
58	1	1-4a	2	2	3	3
59	1	1-4a	2	2	2	2
60	1	1-4a	3	3	3	3
61	1	1-4a	2	2	2	2
62	1	1-4a	2	2	1	1
63	1	1-4a	2	2	2	2
64	1	1-4a	1	1	1	2
65	1	1-4a	2	2	2	2
66	1	1-4a	1	1	1	1
67	1	1-4a	2	2	3	3
68	1	1-4a	3	3	3	3
69	1	1-4a	3	3	2	2
70	1	1-4a	3	2	2	1
71	1	1-4a	2	2	2	2
72	1	1-4a	1	1	1	1
73	1	1-4a	2	2	2	2
74	1	1-4a	0	1	3	2
75	1	1-4a	2	2	2	2
76	1	1-4a	1	1	1	2
77	1	1-4a	1	1	0	1
78	1	1-4a	2	2	2	2
79	1	1-4a	3	3	3	3
80	1	1-4a	1	1	2	2
81	1	1-4a	1	1	2	1
82	1	1-4a	2	2	2	3
83	1	1-4a	3	3	3	3
84	1	1-4a	3	3	3	3
85	1	1-4a	2	3	2	3
86	1	1-4a	1	1	1	0
87	1	1-4a	1	1	2	2
88	1	1-4a	2	2	2	3
89	1	1-4a	3	3	3	3
90	1	1-4a	3	3	3	3
91	1	1-4a	1	2	2	2
92	1	1-4a	2	2	2	2
93	1	1-4a	0	1	1	1
94	1	1-4a	1	1	1	2
95	1	1-4a	0	1	2	2
96	1	1-4a	2	2	3	3
97	1	1-4a	1	1	1	1
98	1	1-4a	2	2	2	1
99	1	1-4a	2	2	3	2
100	1	1-4a	1	1	1	1
101	1	1-4a	2	2	2	2
102	1	1-4a	3	3	2	2
103	1	1-4a	1	2	1	2
104	1	1-4a	3	3	3	3
105	1	1-4a	0	1	1	1
106	1	1-4a	1	1	2	2
107	1	1-4a	1	1	1	2
108	1	1-4a	2	3	2	3
109	1	1-4a	2	2	2	2
110	1	1-4a	2	2	1	2
111	1	1-4a	3	3	3	3
112	1	1-4a	0	1	1	1
113	1	1-4a	0	1	1	2
114	1	1-4a	2	2	2	2
115	1	1-4a	0	2	2	3
116	1	1-4a	3	3	3	2
117	1	1-4a	2	2	2	3
118	1	1-4a	1	2	1	2
119	1	1-4a	2	2	2	2
120	1	1-4a	2	2	2	2
121	1	1-4a	2	2	3	3
122	1	1-4a	2	2	2	2
123	1	1-4a	1	2	1	2
124	1	1-4a	2	3	2	2
125	1	1-4a	2	2	1	2
126	1	1-4a	2	2	2	2
127	1	1-4a	2	2	2	2
128	1	1-4a	0	1	2	2
129	1	1-4a	2	2	2	2
130	1	1-4a	1	1	1	1
131	1	1-4a	2	3	2	3
132	1	1-4a	3	3	3	3
133	1	1-4a	0	2	2	2
134	1	1-4a	1	2	1	1
135	1	1-4a	2	2	2	2
136	1	1-4a	2	2	2	3
137	1	1-4a	1	1	2	1
138	1	1-4a	2	2	2	2
139	1	1-4a	2	2	3	3
140	1	1-4a	2	2	2	2
141	1	1-4a	2	1	2	2
142	1	1-4a	1	1	1	2
143	1	1-4a	3	3	3	3
144	1	1-4a	0	1	1	1
145	1	1-4a	3	3	2	1
146	1	1-4a	2	2	2	1
147	1	1-4a	2	2	1	1
148	1	1-4a	2	2	2	3
149	1	1-4a	2	2	3	3
150	1	1-4a	2	2	2	2
151	1	1-4a	1	1	2	1
152	1	1-4a	2	2	2	2
153	1	1-4a	3	3	3	2
154	1	1-4a	2	2	2	2
155	1	1-4a	2	2	2	2
156	1	1-4a	0	1	2	2
157	1	1-4a	3	2	2	2
158	1	1-4a	2	1	2	1
159	1	1-4a	3	3	3	3
160	1	1-4a	2	2	2	1
161	1	1-4a	3	3	3	3
162	1	1-4a	2	2	2	2
163	1	1-4a	1	2	1	1
164	1	1-4a	3	3	3	3
165	1	1-4a	2	2	2	1
166	1	1-4a	2	2	2	2
167	1	1-4a	2	2	2	2
168	1	1-4a	1	1	1	1
169	1	1-4a	3	3	3	2
170	1	1-4a	2	2	2	2
171	1	1-4a	3	3	2	3
172	1	1-4a	2	3	2	2
173	1	1-4a	3	2	2	3
174	1	1-4a	1	1	1	1
175	1	1-4a	2	2	2	1
176	1	1-4a	1	1	1	2
177	1	1-4a	3	3	3	3
178	1	1-4a	1	1	2	3
179	1	1-4a	1	1	1	1
180	1	1-4a	1	2	2	2
181	1	1-4a	3	3	3	3
182	1	1-4a	2	2	2	2
183	1	1-4a	1	1	1	2
184	1	1-4a	2	2	2	2
185	1	1-4a	2	2	2	2
186	1	1-4a	0	1	1	1
187	1	1-4a	2	2	2	2
188	1	1-4a	3	3	2	3
189	1	1-4a	1	1	1	1
190	1	1-4a	3	3	3	3
191	1	1-4a	2	3	3	3
192	1	1-4a	3	3	2	2
193	1	1-4a	1	1	1	1
194	1	1-4a	2	3	2	3
195	1	1-4a	2	2	2	3
196	1	1-4a	3	3	3	3
197	1	1-4a	2	2	2	2
198	1	1-4a	2	2	2	2
199	1	1-4a	3	3	3	3
200	1	1-4a	2	2	2	2
201	1	1-4a	2	2	2	3
202	1	1-4a	1	1	1	1
203	1	1-4a	2	2	2	2
204	1	1-4a	2	2	2	3
205	1	1-4a	2	3	2	2
206	1	1-4a	2	2	2	2
207	1	1-4a	3	3	2	3
208	1	1-4a	2	3	2	3
209	1	1-4a	3	3	3	3
210	1	1-4a	2	1	3	3
211	1	1-4a	2	2	2	2
212	1	1-4a	1	2	2	2
213	1	1-4a	2	3	2	3
214	1	1-4a	2	2	2	1
215	1	1-4a	2	2	2	2
216	1	1-4a	2	2	1	1
217	1	1-4a	1	3	3	3
218	1	1-4a	3	3	2	3
219	1	1-4a	3	3	3	3
220	1	1-4a	0	1	2	2
221	1	1-4a	3	3	3	2
222	1	1-4a	2	2	2	1
223	1	1-4a	2	2	2	3
224	1	1-4a	2	2	1	2
225	1	1-4a	2	2	2	2
226	1	1-4a	2	2	2	3
227	1	1-4a	0	1	1	1
228	1	1-4a	3	3	2	3
229	1	1-4a	2	3	2	3
230	1	1-4a	0	1	1	1
231	1	1-4a	2	3	2	2
232	1	1-4a	2	2	2	2
233	1	1-4a	2	2	2	3
234	1	1-4a	0	1	2	3
235	1	1-4a	2	2	2	2
236	1	1-4a	2	2	2	3
237	1	1-4a	2	3	3	3
238	1	1-4a	2	2	2	2
239	1	1-4a	2	2	2	2
240	1	1-4a	1	1	1	2
241	1	1-4a	2	1	2	1
242	1	1-4a	2	2	2	2
243	1	1-4a	2	2	2	2
244	1	1-4a	2	2	2	2
245	1	1-4a	1	1	2	1
246	1	1-4a	1	1	1	1
247	1	1-4a	2	2	2	2
248	1	1-4a	2	2	2	2
249	1	1-4a	3	3	2	2
250	1	1-4a	2	2	2	2
251	1	1-4a	2	3	2	2
252	1	1-4a	2	2	2	2
253	1	1-4a	1	1	2	2
254	1	1-4a	2	2	2	2
255	1	1-4a	3	3	2	2
256	1	1-4a	0	1	2	3
257	1	1-4a	0	2	2	2
258	1	1-4a	2	2	2	2
259	1	1-4a	1	1	1	1
260	1	1-4a	2	2	2	2
261	1	1-4a	2	2	2	2
262	1	1-4a	2	2	1	2
263	1	1-4a	2	2	2	2
264	1	1-4a	1	2	2	2
265	1	1-4a	2	2	2	2
266	1	1-4a	2	2	2	2
267	1	1-4a	1	2	2	2
268	1	1-4a	1	1	1	1
269	1	1-4a	2	1	2	2
270	1	1-4a	2	1	2	2
271	1	1-4a	2	2	2	1
272	1	1-4a	2	2	2	3
273	1	1-4a	2	2	2	1
274	1	1-4a	3	2	2	2
275	1	1-4a	0	2	2	3
276	1	1-4a	2	2	2	2
277	1	1-4a	2	2	2	3
278	1	1-4a	2	2	2	2
279	1	1-4a	2	2	3	3
280	1	1-4a	1	1	1	1
281	1	1-4a	2	1	1	2
282	1	1-4a	2	1	2	2
283	1	1-4a	0	1	1	1
284	1	1-4a	3	3	3	3
285	1	1-4a	2	2	2	2
