Title = FACETS ASAP SET 7 PERFORMANCE
Facets = 3 ;1=person, 2=rater, 3=item
Positive = 1 
Noncentered= 1
Score = 0,1,2,3
Models=
?,?,#,R
*
Labels=
*
1, student
1-1569
*
2, rater
1-2
1=puanlayıcı-1
2=puanlayıcı-2
*
3, items
1-4
1=ideas
2=organization
3=style
4=conventions
*
data= 
1	1	1-4a	1	2	2	3
1	2	1-4a	1	2	2	2
2	1	1-4a	1	1	2	2
2	2	1-4a	2	2	2	1
3	1	1-4a	1	2	2	2
3	2	1-4a	2	2	2	2
4	1	1-4a	2	2	2	2
4	2	1-4a	2	2	2	3
5	1	1-4a	1	2	2	2
5	2	1-4a	1	2	1	2
6	1	1-4a	2	3	3	3
6	2	1-4a	3	3	3	3
7	1	1-4a	2	2	2	2
7	2	1-4a	2	2	2	2
8	1	1-4a	2	2	2	3
8	2	1-4a	2	2	2	3
9	1	1-4a	2	2	2	2
9	2	1-4a	1	1	1	1
10	1	1-4a	0	1	1	2
10	2	1-4a	1	1	2	2
11	1	1-4a	2	2	2	2
11	2	1-4a	2	2	2	2
12	1	1-4a	2	2	3	2
12	2	1-4a	2	2	3	3
13	1	1-4a	2	2	2	3
13	2	1-4a	2	2	2	2
14	1	1-4a	1	2	2	1
14	2	1-4a	2	2	2	2
15	1	1-4a	2	1	1	1
15	2	1-4a	2	2	1	2
16	1	1-4a	2	2	2	2
16	2	1-4a	2	2	2	2
17	1	1-4a	2	3	2	2
17	2	1-4a	2	2	2	2
18	1	1-4a	2	2	2	2
18	2	1-4a	2	2	2	2
19	1	1-4a	2	3	2	3
19	2	1-4a	3	3	2	3
20	1	1-4a	1	1	2	2
20	2	1-4a	1	2	2	3
21	1	1-4a	2	2	2	3
21	2	1-4a	2	2	2	3
22	1	1-4a	3	3	3	3
22	2	1-4a	3	3	3	3
23	1	1-4a	2	2	2	3
23	2	1-4a	2	2	2	2
24	1	1-4a	2	2	2	2
24	2	1-4a	2	2	2	2
25	1	1-4a	2	2	2	2
25	2	1-4a	2	2	2	2
26	1	1-4a	1	1	1	2
26	2	1-4a	1	1	1	1
27	1	1-4a	0	1	1	1
27	2	1-4a	0	1	1	1
28	1	1-4a	2	2	1	1
28	2	1-4a	1	1	1	1
29	1	1-4a	2	3	2	2
29	2	1-4a	2	2	2	2
30	1	1-4a	2	2	2	2
30	2	1-4a	2	2	2	2
31	1	1-4a	2	2	2	2
31	2	1-4a	2	1	2	2
32	1	1-4a	1	1	2	2
32	2	1-4a	0	1	2	2
33	1	1-4a	3	3	3	3
33	2	1-4a	1	2	2	2
34	1	1-4a	3	3	3	3
34	2	1-4a	3	3	3	3
35	1	1-4a	2	2	3	3
35	2	1-4a	2	2	2	2
36	1	1-4a	2	2	2	3
36	2	1-4a	1	1	2	3
37	1	1-4a	3	3	2	3
37	2	1-4a	2	2	2	3
38	1	1-4a	2	2	2	1
38	2	1-4a	1	1	1	2
39	1	1-4a	2	2	2	2
39	2	1-4a	3	3	2	3
40	1	1-4a	0	1	1	2
40	2	1-4a	0	2	2	2
41	1	1-4a	1	1	1	1
41	2	1-4a	0	1	1	1
42	1	1-4a	2	2	2	2
42	2	1-4a	2	2	2	2
43	1	1-4a	1	1	2	2
43	2	1-4a	1	1	2	2
44	1	1-4a	1	1	2	2
44	2	1-4a	1	2	1	2
45	1	1-4a	2	2	2	2
45	2	1-4a	3	3	3	3
46	1	1-4a	3	3	3	3
46	2	1-4a	3	3	3	3
47	1	1-4a	1	1	1	1
47	2	1-4a	2	2	1	0
48	1	1-4a	1	1	1	1
48	2	1-4a	1	1	1	2
49	1	1-4a	3	3	2	2
49	2	1-4a	3	3	2	2
50	1	1-4a	2	2	2	2
50	2	1-4a	2	2	2	2
51	1	1-4a	0	1	1	2
51	2	1-4a	0	1	1	2
52	1	1-4a	2	2	1	2
52	2	1-4a	2	2	2	2
53	1	1-4a	3	3	3	3
53	2	1-4a	2	2	2	2
54	1	1-4a	2	3	2	2
54	2	1-4a	2	2	2	2
55	1	1-4a	2	2	2	2
55	2	1-4a	3	3	2	2
56	1	1-4a	2	2	1	2
56	2	1-4a	1	1	2	2
57	1	1-4a	1	1	2	2
57	2	1-4a	1	1	2	2
58	1	1-4a	2	2	3	3
58	2	1-4a	3	2	2	3
59	1	1-4a	2	2	2	2
59	2	1-4a	2	2	2	2
60	1	1-4a	3	3	3	3
60	2	1-4a	3	3	3	3
61	1	1-4a	2	2	2	2
61	2	1-4a	2	2	2	2
62	1	1-4a	2	2	1	1
62	2	1-4a	1	1	1	1
63	1	1-4a	2	2	2	2
63	2	1-4a	2	3	2	2
64	1	1-4a	1	1	1	2
64	2	1-4a	2	1	2	2
65	1	1-4a	2	2	2	2
65	2	1-4a	2	2	2	3
66	1	1-4a	1	1	1	1
66	2	1-4a	1	1	1	1
67	1	1-4a	2	2	3	3
67	2	1-4a	3	3	3	3
68	1	1-4a	3	3	3	3
68	2	1-4a	3	3	3	3
69	1	1-4a	3	3	2	2
69	2	1-4a	3	3	2	3
70	1	1-4a	3	2	2	1
70	2	1-4a	3	3	3	2
71	1	1-4a	2	2	2	2
71	2	1-4a	3	3	2	3
72	1	1-4a	1	1	1	1
72	2	1-4a	2	2	2	2
73	1	1-4a	2	2	2	2
73	2	1-4a	1	2	2	3
74	1	1-4a	0	1	3	2
74	2	1-4a	0	2	2	2
75	1	1-4a	2	2	2	2
75	2	1-4a	2	2	2	1
76	1	1-4a	1	1	1	2
76	2	1-4a	1	1	1	1
77	1	1-4a	1	1	0	1
77	2	1-4a	2	1	1	1
78	1	1-4a	2	2	2	2
78	2	1-4a	2	1	1	2
79	1	1-4a	3	3	3	3
79	2	1-4a	3	3	2	3
80	1	1-4a	1	1	2	2
80	2	1-4a	2	2	2	2
81	1	1-4a	1	1	2	1
81	2	1-4a	1	1	2	1
82	1	1-4a	2	2	2	3
82	2	1-4a	2	2	2	2
83	1	1-4a	3	3	3	3
83	2	1-4a	2	2	2	3
84	1	1-4a	3	3	3	3
84	2	1-4a	3	3	3	3
85	1	1-4a	2	3	2	3
85	2	1-4a	3	3	2	3
86	1	1-4a	1	1	1	0
86	2	1-4a	1	1	1	0
87	1	1-4a	1	1	2	2
87	2	1-4a	1	2	2	1
88	1	1-4a	2	2	2	3
88	2	1-4a	3	3	3	3
89	1	1-4a	3	3	3	3
89	2	1-4a	3	3	3	3
90	1	1-4a	3	3	3	3
90	2	1-4a	3	3	3	3
91	1	1-4a	1	2	2	2
91	2	1-4a	2	2	2	2
92	1	1-4a	2	2	2	2
92	2	1-4a	2	2	1	1
93	1	1-4a	0	1	1	1
93	2	1-4a	1	1	2	2
94	1	1-4a	1	1	1	2
94	2	1-4a	1	1	1	1
95	1	1-4a	0	1	2	2
95	2	1-4a	0	1	1	2
96	1	1-4a	2	2	3	3
96	2	1-4a	3	3	3	3
97	1	1-4a	1	1	1	1
97	2	1-4a	1	1	1	1
98	1	1-4a	2	2	2	1
98	2	1-4a	2	2	2	2
99	1	1-4a	2	2	3	2
99	2	1-4a	2	3	3	3
100	1	1-4a	1	1	1	1
100	2	1-4a	2	2	1	1
101	1	1-4a	2	2	2	2
101	2	1-4a	3	3	2	2
102	1	1-4a	3	3	2	2
102	2	1-4a	0	2	3	3
103	1	1-4a	1	2	1	2
103	2	1-4a	2	2	2	2
104	1	1-4a	3	3	3	3
104	2	1-4a	3	3	2	3
105	1	1-4a	0	1	1	1
