Title = FACETS ASAP SET 7 AES PERFORMANCE
Facets = 3 ;1=person, 2=rater, 3=item
Positive = 1 
Noncentered= 1
Score = 0,1,2,3
Models=
?,?,#,R
*
Labels=
*
1, student
1-1569
*
2, rater
1-3
1=human-1
2=human-2
3=lstm-2
*
3, items
1-4
1=ideas
2=organization
3=style
4=conventions
*
data= 
1	1	1-4a	1	2	2	3
1	2	1-4a	1	2	2	2
1	3	1-4a	0	1	1	2
2	1	1-4a	1	1	2	2
2	2	1-4a	2	2	2	1
2	3	1-4a	2	2	2	2
3	1	1-4a	1	2	2	2
3	2	1-4a	2	2	2	2
3	3	1-4a	2	2	2	2
4	1	1-4a	2	2	2	2
4	2	1-4a	2	2	2	3
4	3	1-4a	2	2	2	3
5	1	1-4a	1	2	2	2
5	2	1-4a	1	2	1	2
5	3	1-4a	1	2	2	2
6	1	1-4a	2	3	3	3
6	2	1-4a	3	3	3	3
6	3	1-4a	3	3	3	3
7	1	1-4a	2	2	2	2
7	2	1-4a	2	2	2	2
7	3	1-4a	2	2	2	2
8	1	1-4a	2	2	2	3
8	2	1-4a	2	2	2	3
8	3	1-4a	2	2	2	2
9	1	1-4a	2	2	2	2
9	2	1-4a	1	1	1	1
9	3	1-4a	2	2	2	2
10	1	1-4a	0	1	1	2
10	2	1-4a	1	1	2	2
10	3	1-4a	0	1	2	2
11	1	1-4a	2	2	2	2
11	2	1-4a	2	2	2	2
11	3	1-4a	2	2	2	2
12	1	1-4a	2	2	3	2
12	2	1-4a	2	2	3	3
12	3	1-4a	2	2	2	3
13	1	1-4a	2	2	2	3
13	2	1-4a	2	2	2	2
13	3	1-4a	2	2	2	3
14	1	1-4a	1	2	2	1
14	2	1-4a	2	2	2	2
14	3	1-4a	2	2	2	2
15	1	1-4a	2	1	1	1
15	2	1-4a	2	2	1	2
15	3	1-4a	2	2	2	2
16	1	1-4a	2	2	2	2
16	2	1-4a	2	2	2	2
16	3	1-4a	2	2	2	2
17	1	1-4a	2	3	2	2
17	2	1-4a	2	2	2	2
17	3	1-4a	2	2	2	2
18	1	1-4a	2	2	2	2
18	2	1-4a	2	2	2	2
18	3	1-4a	2	2	2	2
19	1	1-4a	2	3	2	3
19	2	1-4a	3	3	2	3
19	3	1-4a	2	2	2	2
20	1	1-4a	1	1	2	2
20	2	1-4a	1	2	2	3
20	3	1-4a	2	2	2	2
21	1	1-4a	2	2	2	3
21	2	1-4a	2	2	2	3
21	3	1-4a	2	2	2	2
22	1	1-4a	3	3	3	3
22	2	1-4a	3	3	3	3
22	3	1-4a	2	2	2	2
23	1	1-4a	2	2	2	3
23	2	1-4a	2	2	2	2
23	3	1-4a	2	2	2	2
24	1	1-4a	2	2	2	2
24	2	1-4a	2	2	2	2
24	3	1-4a	2	2	2	2
25	1	1-4a	2	2	2	2
25	2	1-4a	2	2	2	2
25	3	1-4a	2	2	2	2
26	1	1-4a	1	1	1	2
26	2	1-4a	1	1	1	1
26	3	1-4a	0	1	2	2
27	1	1-4a	0	1	1	1
27	2	1-4a	0	1	1	1
27	3	1-4a	0	1	1	2
28	1	1-4a	2	2	1	1
28	2	1-4a	1	1	1	1
28	3	1-4a	2	2	2	1
29	1	1-4a	2	3	2	2
29	2	1-4a	2	2	2	2
29	3	1-4a	2	2	2	2
30	1	1-4a	2	2	2	2
30	2	1-4a	2	2	2	2
30	3	1-4a	2	2	2	3
31	1	1-4a	2	2	2	2
31	2	1-4a	2	1	2	2
31	3	1-4a	2	2	2	3
32	1	1-4a	1	1	2	2
32	2	1-4a	0	1	2	2
32	3	1-4a	0	1	2	2
33	1	1-4a	3	3	3	3
33	2	1-4a	1	2	2	2
33	3	1-4a	2	2	2	2
34	1	1-4a	3	3	3	3
34	2	1-4a	3	3	3	3
34	3	1-4a	3	3	3	3
35	1	1-4a	2	2	3	3
35	2	1-4a	2	2	2	2
35	3	1-4a	2	2	2	2
36	1	1-4a	2	2	2	3
36	2	1-4a	1	1	2	3
36	3	1-4a	2	2	2	2
37	1	1-4a	3	3	2	3
37	2	1-4a	2	2	2	3
37	3	1-4a	2	2	2	2
38	1	1-4a	2	2	2	1
38	2	1-4a	1	1	1	2
38	3	1-4a	2	2	2	2
39	1	1-4a	2	2	2	2
39	2	1-4a	3	3	2	3
39	3	1-4a	2	2	2	3
40	1	1-4a	0	1	1	2
40	2	1-4a	0	2	2	2
40	3	1-4a	1	2	2	2
41	1	1-4a	1	1	1	1
41	2	1-4a	0	1	1	1
41	3	1-4a	1	1	1	2
42	1	1-4a	2	2	2	2
42	2	1-4a	2	2	2	2
42	3	1-4a	1	2	2	3
43	1	1-4a	1	1	2	2
43	2	1-4a	1	1	2	2
43	3	1-4a	1	2	2	2
44	1	1-4a	1	1	2	2
44	2	1-4a	1	2	1	2
44	3	1-4a	1	2	1	2
45	1	1-4a	2	2	2	2
45	2	1-4a	3	3	3	3
45	3	1-4a	2	2	2	2
46	1	1-4a	3	3	3	3
46	2	1-4a	3	3	3	3
46	3	1-4a	2	2	2	2
47	1	1-4a	1	1	1	1
47	2	1-4a	2	2	1	0
47	3	1-4a	2	2	1	2
48	1	1-4a	1	1	1	1
48	2	1-4a	1	1	1	2
48	3	1-4a	1	1	2	2
49	1	1-4a	3	3	2	2
49	2	1-4a	3	3	2	2
49	3	1-4a	2	3	2	3
50	1	1-4a	2	2	2	2
50	2	1-4a	2	2	2	2
50	3	1-4a	2	2	2	3
51	1	1-4a	0	1	1	2
51	2	1-4a	0	1	1	2
51	3	1-4a	0	1	1	1
52	1	1-4a	2	2	1	2
52	2	1-4a	2	2	2	2
52	3	1-4a	2	2	2	2
53	1	1-4a	3	3	3	3
53	2	1-4a	2	2	2	2
53	3	1-4a	2	2	2	2
54	1	1-4a	2	3	2	2
54	2	1-4a	2	2	2	2
54	3	1-4a	2	2	2	2
55	1	1-4a	2	2	2	2
55	2	1-4a	3	3	2	2
55	3	1-4a	2	2	2	1
56	1	1-4a	2	2	1	2
56	2	1-4a	1	1	2	2
56	3	1-4a	1	1	1	1
57	1	1-4a	1	1	2	2
57	2	1-4a	1	1	2	2
57	3	1-4a	2	2	2	2
58	1	1-4a	2	2	3	3
58	2	1-4a	3	2	2	3
58	3	1-4a	2	2	2	2
59	1	1-4a	2	2	2	2
59	2	1-4a	2	2	2	2
59	3	1-4a	2	2	2	2
60	1	1-4a	3	3	3	3
60	2	1-4a	3	3	3	3
60	3	1-4a	3	3	3	3
61	1	1-4a	2	2	2	2
61	2	1-4a	2	2	2	2
61	3	1-4a	2	2	2	2
62	1	1-4a	2	2	1	1
62	2	1-4a	1	1	1	1
62	3	1-4a	2	2	1	2
63	1	1-4a	2	2	2	2
63	2	1-4a	2	3	2	2
63	3	1-4a	2	2	2	2
64	1	1-4a	1	1	1	2
64	2	1-4a	2	1	2	2
64	3	1-4a	1	1	1	1
65	1	1-4a	2	2	2	2
65	2	1-4a	2	2	2	3
65	3	1-4a	2	2	2	2
66	1	1-4a	1	1	1	1
66	2	1-4a	1	1	1	1
66	3	1-4a	1	1	1	1
67	1	1-4a	2	2	3	3
67	2	1-4a	3	3	3	3
67	3	1-4a	2	2	2	3
68	1	1-4a	3	3	3	3
68	2	1-4a	3	3	3	3
68	3	1-4a	2	3	2	3
69	1	1-4a	3	3	2	2
69	2	1-4a	3	3	2	3
69	3	1-4a	2	2	2	3
70	1	1-4a	3	2	2	1
70	2	1-4a	3	3	3	2
